
 ____________________________________________________________________________________________
 Temperature: T =    300.00000000000000      K
 Chemical potential: mu =   -750.43977067318383      eV
 Composition: x =   0.25000000001650230     

  n      m     omega(n,m)       E(n,m)          E-n*mu         prob(n,m,T)   prob(n,m,T)/omega    
 12      5       96           -70064.13171      -61058.23379    0.921440E-05    0.959834E-07
 12      6       96           -70064.09231      -61058.19439    0.545782E-05    0.568523E-07
 12      7      192           -70064.12289      -61058.22496    0.163887E-04    0.853580E-07
 12      8       12           -70064.07365      -61058.17572    0.532326E-06    0.443605E-07
 12      9       96           -70064.14746      -61058.24953    0.113602E-04    0.118335E-06
 12     10      192           -70064.15224      -61058.25431    0.242086E-04    0.126086E-06
 12     11       96           -70064.12175      -61058.22382    0.807102E-05    0.840731E-07
 12     12       24           -70064.12149      -61058.22357    0.201101E-05    0.837920E-07
 12     13       96           -70064.16960      -61058.27167    0.152471E-04    0.158824E-06
 12     14       48           -70064.13176      -61058.23383    0.461008E-05    0.960434E-07
 12     15       48           -70064.13138      -61058.23346    0.458710E-05    0.955645E-07
 12     16       96           -70064.16325      -61058.26532    0.140125E-04    0.145964E-06
 12     17       96           -70064.14087      -61058.24294    0.104066E-04    0.108402E-06
 12     18      192           -70064.17831      -61058.28038    0.342377E-04    0.178321E-06
 12     19       24           -70064.18632      -61058.28839    0.476028E-05    0.198345E-06
 12     20        4           -70064.09081      -61058.19289    0.222917E-06    0.557292E-07
 12     21       12           -70064.18951      -61058.29158    0.248337E-05    0.206948E-06
 12     22        8           -70064.18482      -61058.28689    0.155548E-05    0.194435E-06
 13      1       32           -70814.54558      -61058.15616    0.109456E-05    0.342050E-07
 13      2       48           -70814.54591      -61058.15649    0.164906E-05    0.343553E-07
 13      3       96           -70814.57501      -61058.18559    0.485538E-05    0.505769E-07
 13      4      192           -70814.58531      -61058.19589    0.111358E-04    0.579988E-07
 13      5       96           -70814.60588      -61058.21646    0.731928E-05    0.762425E-07
 13      6       16           -70814.56608      -61058.17666    0.718644E-06    0.449153E-07
 13      7       48           -70814.61397      -61058.22455    0.407470E-05    0.848895E-07
 13      8       32           -70814.62200      -61058.23258    0.302274E-05    0.944607E-07
 14      1       48           -71565.03360      -61058.15268    0.156764E-05    0.326592E-07
 14      2       24           -71565.04294      -61058.16202    0.887386E-06    0.369744E-07
 14      3       48           -71565.06234      -61058.18143    0.229715E-05    0.478573E-07
 15      1       16           -72315.51012      -61058.13771    0.428229E-06    0.267643E-07
 16      1        1           -73065.97876      -61058.11485    0.197517E-07    0.197517E-07
 ------------------------------
  n      Cumulative prob(n,T) 
     0            0.01543
     1            0.06110
     2            0.14600
     3            0.20362
     4            0.20209
     5            0.16293
     6            0.10965
     7            0.05844
     8            0.02632
     9            0.01010
    10            0.00324
    11            0.00085
    12            0.00020
    13            0.00003
    14            0.00000
    15            0.00000
    16            0.00000
 ------------------------------

 ____________________________________________________________________________________________
 Temperature: T =    1273.0000000000000      K
 Chemical potential: mu =   -750.52897610189689      eV
 Composition: x =   0.25000000004498668     

  n      m     omega(n,m)       E(n,m)          E-n*mu         prob(n,m,T)   prob(n,m,T)/omega    
  0      1        1           -61059.13561      -61059.13561    0.133928E-01    0.133928E-01
  1      1       16           -61809.52206      -61058.99308    0.584423E-01    0.365264E-02
  2      1       48           -62559.91747      -61058.85952    0.518900E-01    0.108104E-02
  2      2       24           -62559.92649      -61058.86854    0.281677E-01    0.117365E-02
  2      3       48           -62559.93679      -61058.87883    0.618790E-01    0.128915E-02
  3      1       48           -63310.31227      -61058.72534    0.152707E-01    0.318140E-03
  3      2       32           -63310.31342      -61058.72649    0.102883E-01    0.321511E-03
  3      3       96           -63310.32148      -61058.73455    0.332167E-01    0.346007E-03
  3      4      192           -63310.33108      -61058.74415    0.725110E-01    0.377662E-03
  3      5       96           -63310.33003      -61058.74310    0.359085E-01    0.374047E-03
  3      6       48           -63310.32923      -61058.74230    0.178249E-01    0.371353E-03
  3      7       32           -63310.36223      -61058.77530    0.160538E-01    0.501682E-03
  3      8       16           -63310.29084      -61058.70392    0.418722E-02    0.261701E-03
  4      1       12           -64060.69708      -61058.58117    0.102576E-02    0.854801E-04
  4      2      192           -64060.71656      -61058.60066    0.196023E-01    0.102095E-03
  4      3      192           -64060.71491      -61058.59900    0.193086E-01    0.100566E-03
  4      4       96           -64060.72606      -61058.61016    0.106879E-01    0.111332E-03
  4      5       24           -64060.72769      -61058.61178    0.271187E-02    0.112994E-03
  4      6       96           -64060.73540      -61058.61950    0.116380E-01    0.121230E-03
  4      7       48           -64060.73390      -61058.61800    0.573988E-02    0.119581E-03
  4      8       96           -64060.71444      -61058.59854    0.961363E-02    0.100142E-03
  4      9      192           -64060.73261      -61058.61671    0.226909E-01    0.118182E-03
  4     10       96           -64060.75440      -61058.63849    0.138378E-01    0.144144E-03
  4     11       96           -64060.75643      -61058.64052    0.140966E-01    0.146839E-03
  4     12       96           -64060.72217      -61058.60627    0.103155E-01    0.107453E-03
  4     13       96           -64060.69587      -61058.57997    0.811651E-02    0.845470E-04
  4     14       96           -64060.72462      -61058.60872    0.105486E-01    0.109881E-03
  4     15       96           -64060.73338      -61058.61747    0.114249E-01    0.119009E-03
  4     16      192           -64060.74358      -61058.62767    0.250762E-01    0.130605E-03
  4     17       48           -64060.73462      -61058.61871    0.577737E-02    0.120362E-03
  4     18       24           -64060.74005      -61058.62414    0.303532E-02    0.126472E-03
  4     19        8           -64060.70845      -61058.59254    0.758543E-03    0.948179E-04
  4     20        4           -64060.71469      -61058.59878    0.401460E-03    0.100365E-03
  4     21       12           -64060.72936      -61058.61346    0.137676E-02    0.114730E-03
  4     22        8           -64060.80941      -61058.69350    0.190401E-02    0.238002E-03
  5      1       96           -64811.10732      -61058.46244    0.278027E-02    0.289611E-04
  5      2      192           -64811.12798      -61058.48310    0.671264E-02    0.349617E-04
  5      3       48           -64811.11935      -61058.47447    0.155123E-02    0.323172E-04
  5      4      192           -64811.11591      -61058.47103    0.601313E-02    0.313184E-04
  5      5       96           -64811.13305      -61058.48817    0.351527E-02    0.366174E-04
  5      6      192           -64811.14693      -61058.50205    0.797847E-02    0.415545E-04
  5      7       96           -64811.14333      -61058.49845    0.386041E-02    0.402126E-04
  5      8       96           -64811.11657      -61058.47169    0.302473E-02    0.315077E-04
  5      9       96           -64811.15908      -61058.51420    0.445647E-02    0.464216E-04
  5     10      192           -64811.12358      -61058.47870    0.644908E-02    0.335889E-04
  5     11       96           -64811.15460      -61058.50972    0.427810E-02    0.445636E-04
  5     12       96           -64811.13429      -61058.48941    0.355523E-02    0.370337E-04
  5     13       48           -64811.09652      -61058.45164    0.125974E-02    0.262445E-04
  5     14       96           -64811.09885      -61058.45397    0.257368E-02    0.268091E-04
  5     15       96           -64811.10455      -61058.45967    0.271087E-02    0.282382E-04
  5     16      192           -64811.12491      -61058.48003    0.652750E-02    0.339974E-04
  5     17      192           -64811.13724      -61058.49236    0.730421E-02    0.380427E-04
  5     18      192           -64811.14338      -61058.49850    0.772455E-02    0.402320E-04
  5     19      192           -64811.14607      -61058.50119    0.791631E-02    0.412308E-04
  5     20      192           -64811.15355      -61058.50867    0.847493E-02    0.441403E-04
  5     21       96           -64811.14266      -61058.49778    0.383697E-02    0.399685E-04
  5     22       96           -64811.16473      -61058.51985    0.469193E-02    0.488743E-04
  5     23      192           -64811.12660      -61058.48172    0.662896E-02    0.345259E-04
  5     24      192           -64811.13486      -61058.48998    0.714757E-02    0.372269E-04
  5     25      192           -64811.15418      -61058.50930    0.852358E-02    0.443937E-04
  5     26      192           -64811.14948      -61058.50460    0.816611E-02    0.425318E-04
  5     27       96           -64811.13234      -61058.48746    0.349253E-02    0.363805E-04
  5     28       96           -64811.14099      -61058.49611    0.377911E-02    0.393657E-04
  5     29       96           -64811.10918      -61058.46430    0.282781E-02    0.294564E-04
  5     30       48           -64811.11499      -61058.47011    0.149081E-02    0.310585E-04
  5     31       48           -64811.12250      -61058.47762    0.159639E-02    0.332580E-04
  5     32       96           -64811.15092      -61058.50604    0.413708E-02    0.430946E-04
  5     33       96           -64811.15329      -61058.50841    0.422751E-02    0.440366E-04
  5     34       48           -64811.17400      -61058.52912    0.255283E-02    0.531839E-04
  5     35       96           -64811.20776      -61058.56288    0.694567E-02    0.723507E-04
